Query ID,Category,Query,Ground Truth,Model Response,Prediction,Confusion Matrix Class,Correct
Q206,Network Anomaly,Did the logs indicate suspicious communication with an external host? (log case 206),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q162,Network Anomaly,Was there abnormal port scanning activity? (log case 162),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q483,Benign Activity,Was the observed activity non-malicious? (log case 483),Benign,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,FP,No
Q118,Network Anomaly,Was unusual outbound network traffic detected? (log case 118),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q029,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 029),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q167,Privilege Escalation,Was an unauthorized privileged command executed? (log case 167),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q351,Benign Activity,Was the observed activity non-malicious? (log case 351),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q468,Benign Activity,Was the observed activity non-malicious? (log case 468),Benign,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,FP,No
Q286,Benign Activity,Was this event consistent with normal system activity? (log case 286),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q353,Benign Activity,Did the logs indicate benign user behavior? (log case 353),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q500,Privilege Escalation,Was an unauthorized privileged command executed? (log case 500),Attack,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,FN,No
Q139,Privilege Escalation,Did the event indicate possible privilege escalation? (log case 139),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q464,Benign Activity,Did the logs indicate benign user behavior? (log case 464),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q237,Benign Activity,Was the observed activity non-malicious? (log case 237),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q410,Benign Activity,Did the logs indicate benign user behavior? (log case 410),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q495,Network Anomaly,Was there abnormal port scanning activity? (log case 495),Attack,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,FN,No
Q439,Benign Activity,Was this event consistent with normal system activity? (log case 439),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q274,Benign Activity,Was this event consistent with normal system activity? (log case 274),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q088,Suspicious Process,Was a suspicious process execution detected? (log case 088),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q412,Benign Activity,Was this event consistent with normal system activity? (log case 412),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q312,Benign Activity,Was the observed activity non-malicious? (log case 312),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q037,Authentication Attack,Did repeated failed SSH logins indicate a brute-force attack? (log case 037),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q332,Benign Activity,Did the logs indicate benign user behavior? (log case 332),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q350,Benign Activity,Did the logs indicate benign user behavior? (log case 350),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q471,Benign Activity,Was the observed activity non-malicious? (log case 471),Benign,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,FP,No
Q137,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 137),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q344,Benign Activity,Did the logs indicate benign user behavior? (log case 344),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q108,Suspicious Process,Was potentially malicious process activity observed? (log case 108),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q182,Network Anomaly,Did the logs indicate suspicious communication with an external host? (log case 182),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q190,Network Anomaly,Was unusual outbound network traffic detected? (log case 190),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q084,Suspicious Process,Was potentially malicious process activity observed? (log case 084),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q187,Privilege Escalation,Did the event indicate possible privilege escalation? (log case 187),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q326,Benign Activity,Did the logs indicate benign user behavior? (log case 326),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q233,Benign Activity,Did the logs indicate benign user behavior? (log case 233),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q455,Benign Activity,Did the logs indicate benign user behavior? (log case 455),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q448,Benign Activity,Was this event consistent with normal system activity? (log case 448),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q052,Suspicious Process,Was a suspicious process execution detected? (log case 052),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q479,Benign Activity,Did the logs indicate benign user behavior? (log case 479),Benign,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,FP,No
Q445,Benign Activity,Was this event consistent with normal system activity? (log case 445),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q149,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 149),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q396,Benign Activity,Was the observed activity non-malicious? (log case 396),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q117,Authentication Attack,Did the authentication logs show credential-stuffing behavior? (log case 117),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q339,Benign Activity,Was the observed activity non-malicious? (log case 339),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q024,Suspicious Process,Was potentially malicious process activity observed? (log case 024),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q036,Suspicious Process,Was potentially malicious process activity observed? (log case 036),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q361,Benign Activity,Was this event consistent with normal system activity? (log case 361),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q099,Privilege Escalation,Did a user gain elevated permissions suspiciously? (log case 099),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q296,Benign Activity,Did the logs indicate benign user behavior? (log case 296),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q186,Network Anomaly,Was there abnormal port scanning activity? (log case 186),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q317,Benign Activity,Did the logs indicate benign user behavior? (log case 317),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q322,Benign Activity,Was this event consistent with normal system activity? (log case 322),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q425,Benign Activity,Did the logs indicate benign user behavior? (log case 425),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q151,Privilege Escalation,Did the event indicate possible privilege escalation? (log case 151),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q283,Benign Activity,Was this event consistent with normal system activity? (log case 283),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q041,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 041),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q194,Network Anomaly,Did the logs indicate suspicious communication with an external host? (log case 194),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q064,Suspicious Process,Was a suspicious process execution detected? (log case 064),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q275,Benign Activity,Did the logs indicate benign user behavior? (log case 275),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q236,Benign Activity,Did the logs indicate benign user behavior? (log case 236),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q374,Benign Activity,Did the logs indicate benign user behavior? (log case 374),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q023,Privilege Escalation,Was an unauthorized privileged command executed? (log case 023),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q414,Benign Activity,Was the observed activity non-malicious? (log case 414),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q136,Suspicious Process,Was a suspicious process execution detected? (log case 136),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q310,Benign Activity,Was this event consistent with normal system activity? (log case 310),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q177,Authentication Attack,Did the authentication logs show credential-stuffing behavior? (log case 177),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q434,Benign Activity,Did the logs indicate benign user behavior? (log case 434),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q184,Suspicious Process,Was a suspicious process execution detected? (log case 184),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q050,Network Anomaly,Did the logs indicate suspicious communication with an external host? (log case 050),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q195,Privilege Escalation,Did a user gain elevated permissions suspiciously? (log case 195),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q481,Benign Activity,Was this event consistent with normal system activity? (log case 481),Benign,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,FP,No
Q491,Network Anomaly,Did the logs indicate suspicious communication with an external host? (log case 491),Attack,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,FN,No
Q173,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 173),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q391,Benign Activity,Was this event consistent with normal system activity? (log case 391),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q111,Privilege Escalation,Did a user gain elevated permissions suspiciously? (log case 111),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q080,Suspicious Process,Did the endpoint execute an unusual command? (log case 080),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q465,Benign Activity,Was the observed activity non-malicious? (log case 465),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q175,Privilege Escalation,Did the event indicate possible privilege escalation? (log case 175),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q484,Benign Activity,Was this event consistent with normal system activity? (log case 484),Benign,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,FP,No
Q358,Benign Activity,Was this event consistent with normal system activity? (log case 358),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q082,Network Anomaly,Was unusual outbound network traffic detected? (log case 082),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q413,Benign Activity,Did the logs indicate benign user behavior? (log case 413),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q389,Benign Activity,Did the logs indicate benign user behavior? (log case 389),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q004,Suspicious Process,Was a suspicious process execution detected? (log case 004),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q446,Benign Activity,Did the logs indicate benign user behavior? (log case 446),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q415,Benign Activity,Was this event consistent with normal system activity? (log case 415),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q143,Privilege Escalation,Was an unauthorized privileged command executed? (log case 143),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q302,Benign Activity,Did the logs indicate benign user behavior? (log case 302),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q230,Benign Activity,Did the logs indicate benign user behavior? (log case 230),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q113,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 113),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q215,Privilege Escalation,Was an unauthorized privileged command executed? (log case 215),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q487,Network Anomaly,Was unusual outbound network traffic detected? (log case 487),Attack,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,FN,No
Q360,Benign Activity,Was the observed activity non-malicious? (log case 360),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q333,Benign Activity,Was the observed activity non-malicious? (log case 333),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q367,Benign Activity,Was this event consistent with normal system activity? (log case 367),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q102,Network Anomaly,Was there abnormal port scanning activity? (log case 102),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q288,Benign Activity,Was the observed activity non-malicious? (log case 288),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q014,Network Anomaly,Did the logs indicate suspicious communication with an external host? (log case 014),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q309,Benign Activity,Was the observed activity non-malicious? (log case 309),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q259,Benign Activity,Was this event consistent with normal system activity? (log case 259),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q120,Suspicious Process,Was potentially malicious process activity observed? (log case 120),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q112,Suspicious Process,Was a suspicious process execution detected? (log case 112),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q048,Suspicious Process,Was potentially malicious process activity observed? (log case 048),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q016,Suspicious Process,Was a suspicious process execution detected? (log case 016),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q017,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 017),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q217,Authentication Attack,Did repeated failed SSH logins indicate a brute-force attack? (log case 217),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q303,Benign Activity,Was the observed activity non-malicious? (log case 303),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q045,Authentication Attack,Did the authentication logs show credential-stuffing behavior? (log case 045),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q280,Benign Activity,Was this event consistent with normal system activity? (log case 280),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q457,Benign Activity,Was this event consistent with normal system activity? (log case 457),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q497,Suspicious Process,Did the endpoint execute an unusual command? (log case 497),Attack,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,FN,No
Q347,Benign Activity,Did the logs indicate benign user behavior? (log case 347),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q053,Authentication Attack,Was there suspicious repeated login activity from a single IP? (log case 053),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q378,Benign Activity,Was the observed activity non-malicious? (log case 378),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q072,Suspicious Process,Was potentially malicious process activity observed? (log case 072),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q115,Privilege Escalation,Did the event indicate possible privilege escalation? (log case 115),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q126,Network Anomaly,Was there abnormal port scanning activity? (log case 126),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q141,Authentication Attack,Did the authentication logs show credential-stuffing behavior? (log case 141),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q380,Benign Activity,Did the logs indicate benign user behavior? (log case 380),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
Q013,Authentication Attack,Did repeated failed SSH logins indicate a brute-force attack? (log case 013),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q058,Network Anomaly,Was unusual outbound network traffic detected? (log case 058),Attack,Analysis indicates suspicious activity consistent with a potential security threat.,Attack,TP,Yes
Q328,Benign Activity,Was this event consistent with normal system activity? (log case 328),Benign,Analysis indicates the available evidence is consistent with benign or normal activity.,Benign,TN,Yes
